ID,GOOGLE_PLACE_ID,NAME,POSTAL_CODE,ADDRESS,CLOSED,LAT,LNG
AB37982F-5A2C-99E8-9577-106FE080BF88,ChIJE1-3KzXeAGARYJt4JDSaYR4,魚々麺 園,577-0842,大阪府東大阪市足代南１丁目３−１２,FALSE,34.6611218,135.5627017
F451513A-2EA1-0D07-EA3C-59F593DFD5CF,ChIJ2c93fxPfGGARvXCSEbyeUTo,煮干しらーめん 渡辺商店 川越霞ヶ関,350-1102,埼玉県川越市的場北２丁目１１−１２ かすみハウス １０２,FALSE,35.9248033,139.4397251
367659DD-DC71-2B42-A170-2D01DB19A1CE,ChIJR2JEzGCPGGARdPJDgHnVbuI,あいだや,110-0005,東京都台東区上野６丁目１−６ 御徒町グリーンハイツ 101B,FALSE,35.7082346,139.7758712
5473C942-73F2-6279-CF0F-72941098A95B,ChIJCTohbgWLGGARHfOUc3-2L3M,銀座 嚆矢,104-0061,東京都中央区銀座６丁目４−１３ 浅黄ビル 1F,FALSE,35.6712031,139.7613559
64F799BB-F701-E249-DFB0-868036D20ADD,ChIJzdDsMKj-GGARWMxsuVm9NKA,らぁめん 信 shin,194-0022,東京都町田市森野３丁目１８−１７ Wing森野 103,FALSE,35.553155,139.4384009
2F4AED22-5CE3-48C5-512F-B861CDF0C8F7,ChIJqRa-rGHbGGARdf5pVXV_Gwg,花笑み中華そば かれん,350-1146,埼玉県川越市熊野町２２−２,FALSE,35.875802,139.5050133
798CF4C9-2DC3-CFE6-8297-75D58DEB9196,ChIJR-GWv3eNGGARw2iMg_ZCiQk,Zweiter Laden（スワイザーラーデン）,169-0051,東京都新宿区西早稲田３丁目１５−５ Ｋ２ビル 1F,FALSE,35.7106244,139.712547
19E02D55-23A5-1EBE-A668-EC3F7AD40465,ChIJkQlcbwDzGGAREhEf8RNmuSU,無冠 阿佐ヶ谷,166-0001,東京都杉並区阿佐谷北２丁目１３−２ パサージュ阿佐ヶ谷,FALSE,35.7056918,139.6362032
FC7193D5-50EF-B8BD-957A-6F81EC93E139,ChIJCQszFMWPAGARRikzFOa6NU0,MEN SONAN,651-0086,兵庫県神戸市中央区磯上通２丁目２−２５ グランドメゾン三宮 107,FALSE,34.6942555,135.2023929
36DA50A1-A745-412F-9A8C-6509D4B0931C,ChIJHWYNEAeFImARr2Gx4M6uEWU,中華蕎麦 ます嶋,260-0015,千葉県千葉市中央区富士見２丁目１４−４ バーニングビル 1D,FALSE,35.609767,140.1175181
8A6C2747-1F42-7A32-4C3A-2AC88438D0EC,ChIJx6TpO1b9UjURhx9E-Kvdl5U,阿波尾鶏中華そば 藍庵,779-2305,徳島県海部郡美波町奥河内寺前２２９−１,FALSE,33.7321616,134.52968
D2B9FB80-785A-8F7C-F367-3D8DB3CD4570,ChIJGfCe40xVH2ARji6BW2OxLNI,麺彩こはね,308-0841,茨城県筑西市二木成１０２３ 前田ビル1 階北,FALSE,36.2972524,139.9786354
234946F4-BA27-0CF1-C81A-5685EF8CE022,ChIJA2mod81wImARXRhA_qYDlxc,山びこ,300-1531,茨城県取手市小浮気179−１,FALSE,35.9209117,140.1033735
E2B37CC6-A815-A623-9A29-A0B602337456,ChIJaSkQtKPvAGARLWHX_W_23XA,ぶたのほし,660-0807,兵庫県尼崎市長洲西通１丁目１６−７,FALSE,34.7275281,135.428401
D89D7B30-E65C-9ED7-1CFA-8DF8F9D0CFD4,ChIJzRt8xLshGWARG04tuA4nkZs,元祖羽村ラーメン マルフル食堂,205-0011,東京都羽村市五ノ神４丁目６−９,FALSE,35.7609419,139.316203
B6FA85E7-5884-1169-6AB0-8060BF189EE4,ChIJVzCORfMpC18RMCeDTRBoVb0,ラーメン 木曜日,064-0808,北海道札幌市中央区南８条西１３丁目３−３５ ビブレ南８条,FALSE,43.0485882,141.3373431
1D176105-7CBE-4123-5336-0D8B80587710,ChIJq6q6SqjzGGARzcBSOM1pYtk,中華そばきび 明大前店,156-0043,東京都世田谷区松原２丁目４２−５ 明大前フラワーハイホーム 1F,FALSE,35.6687073,139.6489787
555F87CB-5D81-5CAC-3AA1-560005927429,ChIJAQCVEtzsGGAR3oYUF9AAQTk,らあめん こそっと,174-0076,東京都板橋区上板橋３丁目９−４,FALSE,35.765185,139.6751163
20312BD1-6B77-1185-722A-AF477F8239E0,ChIJ2Xx_ZQCJGGARof2W3BuF_lw,麺屋 四季~Shiki~,135-0048,東京都江東区門前仲町１丁目１６−５,FALSE,35.6744598,139.7940485
39AE1E11-1246-D467-A3AC-F09C89B18974,ChIJqZeeEGZXGGAR8lU2Cdc1S2A,ラーメン四季福,246-0022,神奈川県横浜市瀬谷区三ツ境１４−８ ヴィラ三ツ境,FALSE,35.4667418,139.5030652
